hotttness,key,mode,fade_out,fade_in,danceability,duration,energy,loudness,tempo,time_signature,year,artist_hotttness,analysis_sample_rate
0.0,6.0,0.947,0.941224087068528,0.04824602323356238,0.0,302.36689,0.0,-12.99,101.229,2.536,0,0.3148821836230177,22050
0.6885218441194627,0.0,0.519,0.9651823447885455,0.0011590228095688924,0.0,327.8624,0.0,-6.531,125.975,3.176,2001,0.49866887479608674,22050
0.5578803889070679,0.529,0.317,0.9556391216688668,0.0006182291897156422,0.0,286.30159,0.0,-6.933,154.09,2.5,2007,0.5551383219226409,22050
,3.045,0.467,0.9573271216183715,0.0,0.0,224.522,0.0,-6.694,94.057,4.0,1999,0.5582983481283147,22050
,6.876,0.561,1.000001093991822,0.0007742095972199817,0.0,356.49261,0.0,-4.178,124.237,0.0,2001,0.4426520030419225,22050
0.0,4.005,0.419,0.9828707541550823,0.0016651795605786696,0.0,168.75057,0.0,-8.91,97.099,4.0,1989,0.5204078597263393,22050
0.696469436584313,1.42,0.354,0.999998629055881,0.0008865438635855764,0.0,218.8273,0.0,-3.803,186.254,2.104,2003,0.6250804809743595,22050
0.21508031850922793,0.745,0.556,0.9657409196647585,0.00033658247616996065,0.0,303.04608,0.0,-10.57,210.47,1.672,1995,0.3744494304968199,22050
,5.0889999999999995,0.552,0.9862836926002511,0.0,0.0,275.06893,0.0,-4.376,124.009,3.776,0,0.4413555620481791,22050
,2.068,0.396,0.9625041131231131,0.0,0.0,315.27138,0.0,-16.753,100.349,0.0,0,0.35303405577540575,22050
,4.851,0.379,0.9999982139345256,0.0,0.0,201.56036,0.0,-2.069,140.63,0.0,2000,0.5890867998181334,22050
,2.093,0.464,0.9495939775744308,0.0,0.0,173.66159,0.0,-7.762,41.993,0.0,0,0.42631795640769016,22050
0.37598430150044215,3.71,0.512,1.000001377185955,0.0,0.0,225.09669,0.0,-5.908,164.672,0.0,0,0.3636513650591166,22050
,3.81,0.539,0.9409038268527187,0.005807353203060942,0.0,186.48771,0.0,-4.516,90.022,0.971,2005,0.3499126116745628,22050
0.4952936212921635,6.97,0.541,0.9269221882699574,0.0,0.0,124.86485,0.0,-12.332,137.522,0.0,1985,0.3062422642462862,22050
0.3135621142479342,1.192,0.666,0.9502371846437624,0.0,0.0,269.58322,0.0,-8.05,111.874,4.0,0,0.37825468551016656,22050
,6.496,0.736,0.9621748610911676,0.001188677325456999,0.0,168.25424,0.0,-9.616,127.025,3.168,1997,0.3796711247498673,22050
,4.122,0.0,0.9999988767744082,0.0,0.0,338.31138,0.0,-6.486,125.006,4.0,0,0.42270564102939107,22050
0.6665278462297023,2.667,0.453,0.9851691840950447,0.00029358326606185623,0.0,207.77751,0.0,-4.264,166.862,0.0,2004,0.5418889720336469,22050
0.4432913119053975,2.54,0.042,0.9476410093608196,0.0,0.0,164.80608,0.0,-10.922,130.1,0.0,1964,0.4182165181949368,22050
0.4137398358601097,2.286,0.538,0.9725155205074686,0.00018390437392908543,0.0,342.56934,0.0,-11.939,110.189,1.059,1972,0.4161730646266773,22050
,6.516,0.364,0.9826227079199923,0.0,0.0,313.12934,0.0,-9.512,189.646,2.0220000000000002,1997,0.39273367554668775,22050
0.0,1.536,0.402,0.9751026280721762,0.0,0.0,133.32853,0.0,-9.983,160.839,0.0,1992,0.3846110839616365,22050
0.0,4.552,0.495,0.9631659394998484,0.0035934733061520965,0.0,156.39465,0.0,-18.051,95.957,2.0669999999999997,1961,0.2992303679293693,22050
0.3775316449767025,1.132,0.0,0.9912092119729632,0.05813175852366298,0.0,484.62322,0.0,-15.335,138.007,3.572,0,0.45278947675222264,22050
0.5112548351002428,0.485,0.427,0.9887099791979232,0.00036610090104138935,0.0,357.82485,0.0,-5.701,130.016,5.0,1991,0.38418425849676846,22050
0.3867901771390143,1.19,0.0,0.9589467915936011,0.002932185373709571,0.0,294.66077,0.0,-15.761,168.307,0.0,0,0.4148926124367487,22050
0.4051157216913865,3.9060000000000006,0.718,0.9623925950519843,0.0,0.0,324.44036,0.0,-11.829,216.195,5.0,1995,0.4320119468576032,22050
,4.064,0.343,0.9617658456005357,0.0013898198600917008,0.0,285.64853,0.0,-9.093,126.88,0.0,0,0.1489854809922737,22050
,6.576,0.0,0.9930325239970468,0.007910066283396966,0.0,385.33179,0.0,-8.37,108.061,4.0,2000,0.27756173775343046,22050
,2.78,0.673,0.9418774765197053,0.003115596620443736,0.0,177.81506,0.0,-12.004,85.621,2.448,2006,0.34575124701970267,22050
,6.5889999999999995,0.517,0.968761972966175,0.0009896473886354291,0.0,155.61098,0.0,-13.71,118.975,0.003,0,0.33109012633891616,22050
,3.384,0.334,0.9896425502870227,0.0,0.0,275.40853,0.0,-2.119,102.408,1.58,0,0.34919221761645924,22050
0.0,0.0,0.138,0.9845572544121971,0.0013021468418911825,0.0,223.4771,0.0,-14.438,112.006,3.376,1961,0.3163540008222974,22050
,2.872,0.0,0.9723604418892698,0.0331205148215236,0.0,134.08608,0.0,-12.839,133.699,0.0,0,0.3178109598122704,22050
0.46048484498641545,3.366,0.0,0.9185101082797699,0.001013374016182726,0.0,198.3473,0.0,-8.709,175.769,2.8,1997,0.4126716309926985,22050
,0.0,0.484,0.9834463743958499,0.0025724480564766738,0.0,193.20118,0.0,-27.433,140.956,6.062,0,0.3915853290262099,22050
0.5701059300583878,0.074,0.0,0.974387785643867,0.0,0.0,124.18567,0.0,-10.296,85.008,5.0,2001,0.49356684269655965,22050
0.24274187894946822,4.893,0.527,0.9920464865700271,0.0012358190670743708,0.0,275.12118,0.0,-6.29,132.428,1.124,0,0.3251485709173023,22050
0.2707759989463275,0.0,0.051,0.971778017434411,0.0005189000780290353,0.0,443.24526,0.0,-13.002,45.527,0.0,0,0.317833879200262,22050
,1.892,0.0,0.9591035844887947,0.0014763906999791078,0.0,228.93669,0.0,-8.686,107.961,4.0,0,0.3968558693253486,22050
0.6104742577715245,4.662,0.658,0.9918465636002446,0.0,0.0,300.79955,0.0,-13.33,124.175,2.792,1995,0.3835242473277272,22050
0.4348380902608562,0.0,0.0,0.8938603331712387,0.008072114806019742,0.0,122.64444,0.0,-8.541,102.538,3.476,1966,0.3384148184832545,22050
0.6859402266976852,0.0,0.735,0.9596622983152164,0.0017453823462238334,0.0,187.92444,0.0,-5.907,116.823,1.388,2003,0.7888059351620142,22050
0.38293509007501925,0.0,0.371,0.9791608917083027,0.012473910066150841,0.0,207.0722,0.0,-6.629,84.164,3.412,1985,0.5236990777653908,22050
,0.21,0.433,0.930981187364621,0.0,0.0,190.04036,0.0,-14.179,205.317,0.0,0,0.38347574490669173,22050
0.2265553139555314,3.206,0.602,0.999997855265339,0.0,0.0,228.46649,0.0,-12.412,137.004,0.0,1997,0.48165586241245567,22050
,7.051,0.0,0.999997961693623,0.0,0.0,206.05342,0.0,-11.506,133.144,0.0,1977,0.40439264015477133,22050
0.0,0.0,0.389,0.9473802110459435,0.00108135214731763,0.0,276.50567,0.0,-4.638,101.972,4.0,0,0.30004649036641506,22050
0.767727748373397,1.998,0.403,0.9551338933994576,0.0022764780520977603,0.0,241.162,0.0,-8.531,180.149,0.0,1986,0.500691340913453,22050
0.0,0.108,0.256,1.0000007849489303,0.01310864713629195,0.0,165.61587,0.0,-6.222,174.287,0.396,2000,0.45755390983649336,22050
0.4159831182884585,3.689,0.613,0.9871130261047147,0.0012980256445625977,0.0,239.59465,0.0,-21.552,106.33,2.104,0,0.3807045358244573,22050
,0.0,0.563,0.9653804874190639,0.0012938519286636826,0.0,239.59465,0.0,-9.275,172.398,0.0,1971,0.40517835890761195,22050
0.0,0.936,0.763,0.962441500719264,0.0008644774164483517,0.0,266.05669,0.0,-13.836,90.101,0.0,0,0.34318504527257115,22050
,4.6000000000000005,0.379,0.9313878796351409,0.001364919318432201,0.0,235.91138,0.0,-10.466,161.976,2.784,0,0.3932151037866921,22050
